Chemical,Monitor,Date Time ,Reading
AGOC-3A,4,8/22/16 14:00,1.29528
Appluimonia,4,8/22/16 14:00,1.22288
Chlorodinine,4,8/22/16 14:00,1.1082
AGOC-3A,4,8/22/16 15:00,1.27677
Methylosmolene,4,8/22/16 15:00,0.927421
Chlorodinine,4,8/22/16 15:00,0.898439
Appluimonia,4,8/22/16 15:00,0.824922
Appluimonia,4,8/22/16 16:00,1.52651
Methylosmolene,4,8/22/16 16:00,1.15101
Chlorodinine,4,8/22/16 16:00,0.91667
AGOC-3A,4,8/22/16 16:00,0.745261
Chlorodinine,4,8/22/16 17:00,1.32777
Methylosmolene,4,8/22/16 17:00,1.19574
AGOC-3A,4,8/22/16 17:00,1.0941
Appluimonia,4,8/22/16 17:00,1.01549
Methylosmolene,4,8/22/16 18:00,1.32751
AGOC-3A,4,8/22/16 18:00,1.10233
Appluimonia,4,8/22/16 18:00,0.954205
Chlorodinine,4,8/22/16 18:00,0.857163
Chlorodinine,4,8/22/16 19:00,1.12161
AGOC-3A,4,8/22/16 19:00,0.869399
Appluimonia,4,8/22/16 19:00,0.836474
Methylosmolene,4,8/22/16 19:00,0.686911
AGOC-3A,4,8/22/16 20:00,1.39537
Methylosmolene,4,8/22/16 20:00,1.27537
Chlorodinine,4,8/22/16 20:00,1.09107
Appluimonia,4,8/22/16 20:00,0.960089
Chlorodinine,4,8/22/16 21:00,1.29656
Appluimonia,4,8/22/16 21:00,1.27356
AGOC-3A,4,8/22/16 21:00,1.07835
Methylosmolene,4,8/22/16 21:00,0.879344
Chlorodinine,4,8/22/16 22:00,1.27708
AGOC-3A,4,8/22/16 22:00,1.19791
Appluimonia,4,8/22/16 22:00,1.03037
Methylosmolene,4,8/22/16 22:00,0.841493
Methylosmolene,4,8/22/16 23:00,1.26812
Chlorodinine,4,8/22/16 23:00,1.19765
AGOC-3A,4,8/22/16 23:00,1.18696
Appluimonia,4,8/22/16 23:00,0.94141
Appluimonia,4,8/23/16 0:00,1.32772
Chlorodinine,4,8/23/16 0:00,1.1695
AGOC-3A,4,8/23/16 0:00,1.0055
Methylosmolene,4,8/23/16 0:00,0.949099
Chlorodinine,4,8/23/16 1:00,1.40347
AGOC-3A,4,8/23/16 1:00,1.39077
Appluimonia,4,8/23/16 1:00,1.16311
Methylosmolene,4,8/23/16 1:00,0.898191
Chlorodinine,4,8/23/16 2:00,1.24515
AGOC-3A,4,8/23/16 2:00,1.11291
Appluimonia,4,8/23/16 2:00,1.11046
Methylosmolene,4,8/23/16 2:00,1.01877
Appluimonia,4,8/23/16 3:00,1.38087
Chlorodinine,4,8/23/16 3:00,1.30055
AGOC-3A,4,8/23/16 3:00,1.24096
Methylosmolene,4,8/23/16 3:00,1.12522
Appluimonia,4,8/23/16 4:00,1.13917
Methylosmolene,4,8/23/16 4:00,1.13113
AGOC-3A,4,8/23/16 4:00,0.977709
Chlorodinine,4,8/23/16 4:00,0.861205
AGOC-3A,4,8/23/16 5:00,1.2626
Chlorodinine,4,8/23/16 5:00,1.18602
Methylosmolene,4,8/23/16 5:00,1.12125
Appluimonia,4,8/23/16 5:00,1.0927
AGOC-3A,4,8/23/16 6:00,1.4437
Chlorodinine,4,8/23/16 6:00,1.31275
Appluimonia,4,8/23/16 6:00,1.17612
Methylosmolene,4,8/23/16 6:00,0.971165
Methylosmolene,4,8/23/16 7:00,1.6438
AGOC-3A,4,8/23/16 7:00,1.34926
Appluimonia,4,8/23/16 7:00,1.06644
Chlorodinine,4,8/23/16 7:00,0.828861
Appluimonia,4,8/23/16 8:00,1.19183
Methylosmolene,4,8/23/16 8:00,1.11436
Chlorodinine,4,8/23/16 8:00,1.11196
AGOC-3A,4,8/23/16 8:00,1.02795
Chlorodinine,4,8/23/16 9:00,1.30989
AGOC-3A,4,8/23/16 9:00,1.27676
Methylosmolene,4,8/23/16 9:00,1.27663
Appluimonia,4,8/23/16 9:00,1.20791
Chlorodinine,4,8/23/16 10:00,1.45062
AGOC-3A,4,8/23/16 10:00,1.05597
Appluimonia,4,8/23/16 10:00,1.02266
Methylosmolene,4,8/23/16 10:00,0.9836
AGOC-3A,4,8/23/16 11:00,1.24986
Appluimonia,4,8/23/16 11:00,1.09927
Methylosmolene,4,8/23/16 11:00,1.01708
Chlorodinine,4,8/23/16 11:00,0.847571
AGOC-3A,4,8/23/16 12:00,1.5075
Chlorodinine,4,8/23/16 12:00,1.22292
Methylosmolene,4,8/23/16 12:00,1.17807
Appluimonia,4,8/23/16 12:00,0.789121
Chlorodinine,4,8/23/16 13:00,1.49093
Methylosmolene,4,8/23/16 13:00,1.42464
Appluimonia,4,8/23/16 13:00,1.14845
AGOC-3A,4,8/23/16 13:00,1.1475
Appluimonia,4,8/23/16 14:00,1.27393
Chlorodinine,4,8/23/16 14:00,1.0722
AGOC-3A,4,8/23/16 14:00,1.06694
Methylosmolene,4,8/23/16 14:00,1.00829
Chlorodinine,4,8/23/16 15:00,1.14141
AGOC-3A,4,8/23/16 15:00,1.13118
Methylosmolene,4,8/23/16 15:00,1.07853
Appluimonia,4,8/23/16 15:00,1.02329
Methylosmolene,4,8/23/16 16:00,1.61474
Appluimonia,4,8/23/16 16:00,1.33191
Chlorodinine,4,8/23/16 16:00,1.18203
AGOC-3A,4,8/23/16 16:00,1.1058
Chlorodinine,4,8/23/16 17:00,1.4357
Methylosmolene,4,8/23/16 17:00,1.19533
AGOC-3A,4,8/23/16 17:00,1.18781
Appluimonia,4,8/23/16 17:00,0.967367
Chlorodinine,4,8/23/16 18:00,1.3795
AGOC-3A,4,8/23/16 18:00,1.24673
Methylosmolene,4,8/23/16 18:00,1.12003
Appluimonia,4,8/23/16 18:00,1.0316
AGOC-3A,4,8/23/16 19:00,1.28514
Methylosmolene,4,8/23/16 19:00,1.24865
Chlorodinine,4,8/23/16 19:00,1.0051
Appluimonia,4,8/23/16 19:00,0.81293
Methylosmolene,4,8/23/16 20:00,1.22976
Chlorodinine,4,8/23/16 20:00,1.11617
Appluimonia,4,8/23/16 20:00,0.905104
AGOC-3A,4,8/23/16 20:00,0.769258
Appluimonia,4,8/23/16 21:00,1.30974
Chlorodinine,4,8/23/16 21:00,1.20241
AGOC-3A,4,8/23/16 21:00,1.00736
Methylosmolene,4,8/23/16 21:00,0.965525
AGOC-3A,4,8/23/16 22:00,1.21982
Chlorodinine,4,8/23/16 22:00,1.18457
Appluimonia,4,8/23/16 22:00,1.13529
Methylosmolene,4,8/23/16 22:00,1.03878
Methylosmolene,4,8/23/16 23:00,1.57075
Appluimonia,4,8/23/16 23:00,1.41473
AGOC-3A,4,8/23/16 23:00,0.931468
Chlorodinine,4,8/23/16 23:00,0.919131
Chlorodinine,4,8/24/16 0:00,1.1638
Appluimonia,4,8/24/16 0:00,1.10583
Methylosmolene,4,8/24/16 0:00,1.08617
AGOC-3A,4,8/24/16 0:00,0.907291
Chlorodinine,4,8/24/16 1:00,1.19961
Appluimonia,4,8/24/16 1:00,1.1725
AGOC-3A,4,8/24/16 1:00,0.808085
Methylosmolene,4,8/24/16 1:00,0.774823
Methylosmolene,4,8/24/16 2:00,1.27319
AGOC-3A,4,8/24/16 2:00,1.24005
Chlorodinine,4,8/24/16 2:00,1.06462
Appluimonia,4,8/24/16 2:00,1.02913
AGOC-3A,4,8/24/16 3:00,1.33076
Methylosmolene,4,8/24/16 3:00,1.13868
Chlorodinine,4,8/24/16 3:00,1.12919
Appluimonia,4,8/24/16 3:00,0.960552
Methylosmolene,4,8/24/16 4:00,1.745
Chlorodinine,4,8/24/16 4:00,1.30665
Appluimonia,4,8/24/16 4:00,1.24003
AGOC-3A,4,8/24/16 4:00,1.14188
Appluimonia,4,8/24/16 5:00,1.41393
Chlorodinine,4,8/24/16 5:00,1.33598
Methylosmolene,4,8/24/16 5:00,1.1764
AGOC-3A,4,8/24/16 5:00,1.13807
Chlorodinine,4,8/24/16 6:00,1.17359
Methylosmolene,4,8/24/16 6:00,1.04514
Appluimonia,4,8/24/16 6:00,0.944692
AGOC-3A,4,8/24/16 6:00,0.904487
Chlorodinine,4,8/24/16 7:00,1.23842
Appluimonia,4,8/24/16 7:00,1.12779
AGOC-3A,4,8/24/16 7:00,0.995216
Methylosmolene,4,8/24/16 7:00,0.776585
Methylosmolene,4,8/24/16 8:00,1.16287
Chlorodinine,4,8/24/16 8:00,1.10912
Appluimonia,4,8/24/16 8:00,1.10673
AGOC-3A,4,8/24/16 8:00,0.898495
Appluimonia,4,8/24/16 9:00,1.24428
AGOC-3A,4,8/24/16 9:00,1.18431
Methylosmolene,4,8/24/16 9:00,1.0634
Chlorodinine,4,8/24/16 9:00,0.931218
AGOC-3A,4,8/24/16 10:00,1.26199
Chlorodinine,4,8/24/16 10:00,1.24084
Methylosmolene,4,8/24/16 10:00,1.01048
Appluimonia,4,8/24/16 10:00,0.99076
Chlorodinine,4,8/24/16 11:00,1.47153
Appluimonia,4,8/24/16 11:00,1.31213
AGOC-3A,4,8/24/16 11:00,1.21972
Methylosmolene,4,8/24/16 11:00,1.01099
Appluimonia,4,8/24/16 12:00,1.35963
AGOC-3A,4,8/24/16 12:00,1.25678
Chlorodinine,4,8/24/16 12:00,1.18116
Methylosmolene,4,8/24/16 12:00,1.00299
Chlorodinine,4,8/24/16 13:00,1.49608
AGOC-3A,4,8/24/16 13:00,1.16293
Methylosmolene,4,8/24/16 13:00,1.02436
Appluimonia,4,8/24/16 13:00,0.947904
Chlorodinine,4,8/24/16 14:00,1.41804
Methylosmolene,4,8/24/16 14:00,1.22359
AGOC-3A,4,8/24/16 14:00,1.06122
Appluimonia,4,8/24/16 14:00,1.05555
Chlorodinine,4,8/24/16 15:00,1.35433
AGOC-3A,4,8/24/16 15:00,1.35317
Appluimonia,4,8/24/16 15:00,1.28557
Methylosmolene,4,8/24/16 15:00,1.19285
Chlorodinine,4,8/24/16 16:00,1.37739
Methylosmolene,4,8/24/16 16:00,1.31152
AGOC-3A,4,8/24/16 16:00,1.1008
Appluimonia,4,8/24/16 16:00,0.770839
Chlorodinine,4,8/24/16 17:00,1.4033
Methylosmolene,4,8/24/16 17:00,1.24132
AGOC-3A,4,8/24/16 17:00,1.07536
Appluimonia,4,8/24/16 17:00,0.996472
Chlorodinine,4,8/24/16 18:00,1.30955
Methylosmolene,4,8/24/16 18:00,1.1751
AGOC-3A,4,8/24/16 18:00,1.15575
Appluimonia,4,8/24/16 18:00,0.993393
Chlorodinine,4,8/24/16 19:00,1.4549
AGOC-3A,4,8/24/16 19:00,1.27562
Appluimonia,4,8/24/16 19:00,1.18751
Methylosmolene,4,8/24/16 19:00,1.15942
Appluimonia,4,8/24/16 20:00,1.44651
Methylosmolene,4,8/24/16 20:00,1.10135
AGOC-3A,4,8/24/16 20:00,1.06884
Chlorodinine,4,8/24/16 20:00,0.957924
Appluimonia,4,8/24/16 21:00,1.14794
AGOC-3A,4,8/24/16 21:00,1.14168
Methylosmolene,4,8/24/16 21:00,1.12414
Chlorodinine,4,8/24/16 21:00,1.08834
Chlorodinine,4,8/24/16 22:00,1.32922
Appluimonia,4,8/24/16 22:00,1.23598
AGOC-3A,4,8/24/16 22:00,0.937134
Methylosmolene,4,8/24/16 22:00,0.890396
AGOC-3A,4,8/24/16 23:00,1.44734
Methylosmolene,4,8/24/16 23:00,1.21556
Chlorodinine,4,8/24/16 23:00,1.10268
Appluimonia,4,8/24/16 23:00,1.04006
Methylosmolene,4,8/25/16 0:00,1.43515
Appluimonia,4,8/25/16 0:00,1.21013
AGOC-3A,4,8/25/16 0:00,1.04759
Chlorodinine,4,8/25/16 0:00,0.825427
Appluimonia,4,8/25/16 1:00,1.12598
AGOC-3A,4,8/25/16 1:00,1.09437
Chlorodinine,4,8/25/16 1:00,1.02551
Methylosmolene,4,8/25/16 1:00,0.940156
Methylosmolene,4,8/25/16 2:00,1.21818
Appluimonia,4,8/25/16 2:00,1.18014
Chlorodinine,4,8/25/16 2:00,0.887708
AGOC-3A,4,8/25/16 2:00,0.843625
Appluimonia,4,8/25/16 3:00,1.35541
Methylosmolene,4,8/25/16 3:00,1.2793
Chlorodinine,4,8/25/16 3:00,1.25493
AGOC-3A,4,8/25/16 3:00,1.11015
Methylosmolene,4,8/25/16 4:00,1.53903
Chlorodinine,4,8/25/16 4:00,1.16695
Appluimonia,4,8/25/16 4:00,1.07181
AGOC-3A,4,8/25/16 4:00,1.06646
Appluimonia,4,8/25/16 5:00,1.17071
Chlorodinine,4,8/25/16 5:00,1.14473
AGOC-3A,4,8/25/16 5:00,1.00049
Methylosmolene,4,8/25/16 5:00,0.936296
Chlorodinine,4,8/25/16 6:00,1.48036
Methylosmolene,4,8/25/16 6:00,1.35284
AGOC-3A,4,8/25/16 6:00,1.24744
Appluimonia,4,8/25/16 6:00,0.821127
Appluimonia,4,8/25/16 7:00,1.00291
AGOC-3A,4,8/25/16 7:00,0.96454
Chlorodinine,4,8/25/16 7:00,0.931302
Methylosmolene,4,8/25/16 7:00,0.826224
Appluimonia,4,8/25/16 8:00,1.25465
Chlorodinine,4,8/25/16 8:00,1.23028
AGOC-3A,4,8/25/16 8:00,1.09208
Methylosmolene,4,8/25/16 8:00,0.87437
Methylosmolene,4,8/25/16 9:00,1.27749
Chlorodinine,4,8/25/16 9:00,1.23506
AGOC-3A,4,8/25/16 9:00,1.12221
Appluimonia,4,8/25/16 9:00,1.05503
Methylosmolene,4,8/25/16 10:00,1.38512
Appluimonia,4,8/25/16 10:00,1.2403
AGOC-3A,4,8/25/16 10:00,1.22116
Chlorodinine,4,8/25/16 10:00,1.17594
AGOC-3A,4,8/25/16 11:00,1.30673
Appluimonia,4,8/25/16 11:00,1.19761
Chlorodinine,4,8/25/16 11:00,1.16981
Methylosmolene,4,8/25/16 11:00,1.01769
AGOC-3A,4,8/25/16 12:00,1.41591
Methylosmolene,4,8/25/16 12:00,1.32209
Appluimonia,4,8/25/16 12:00,1.25476
Chlorodinine,4,8/25/16 12:00,0.915063
Chlorodinine,4,8/25/16 13:00,1.2694
Appluimonia,4,8/25/16 13:00,1.18217
AGOC-3A,4,8/25/16 13:00,1.1081
Methylosmolene,4,8/25/16 13:00,1.04093
Chlorodinine,4,8/25/16 14:00,1.16872
Appluimonia,4,8/25/16 14:00,1.13969
Methylosmolene,4,8/25/16 14:00,1.13814
AGOC-3A,4,8/25/16 14:00,1.08467
Chlorodinine,4,8/25/16 15:00,1.36252
Methylosmolene,4,8/25/16 15:00,1.22967
Appluimonia,4,8/25/16 15:00,1.08944
AGOC-3A,4,8/25/16 15:00,0.841077
Appluimonia,4,8/25/16 16:00,1.47406
Chlorodinine,4,8/25/16 16:00,1.41913
Methylosmolene,4,8/25/16 16:00,1.34906
AGOC-3A,4,8/25/16 16:00,1.1534
Chlorodinine,4,8/25/16 17:00,1.17078
Appluimonia,4,8/25/16 17:00,1.10809
Methylosmolene,4,8/25/16 17:00,1.07172
AGOC-3A,4,8/25/16 17:00,0.850935
AGOC-3A,4,8/25/16 18:00,1.31408
Chlorodinine,4,8/25/16 18:00,1.22346
Appluimonia,4,8/25/16 18:00,0.940792
Methylosmolene,4,8/25/16 18:00,0.873258
Chlorodinine,4,8/25/16 19:00,1.30964
AGOC-3A,4,8/25/16 19:00,1.25057
Appluimonia,4,8/25/16 19:00,1.12593
Methylosmolene,4,8/25/16 19:00,1.04995
Chlorodinine,4,8/25/16 20:00,1.43206
Appluimonia,4,8/25/16 20:00,1.27783
AGOC-3A,4,8/25/16 20:00,1.17612
Methylosmolene,4,8/25/16 20:00,0.956805
Methylosmolene,4,8/25/16 21:00,1.28537
Chlorodinine,4,8/25/16 21:00,1.17552
AGOC-3A,4,8/25/16 21:00,1.14652
Appluimonia,4,8/25/16 21:00,1.14591
Methylosmolene,4,8/25/16 22:00,1.60385
AGOC-3A,4,8/25/16 22:00,1.3988
Chlorodinine,4,8/25/16 22:00,1.0597
Appluimonia,4,8/25/16 22:00,0.915823
AGOC-3A,4,8/25/16 23:00,1.35343
Chlorodinine,4,8/25/16 23:00,1.10553
Appluimonia,4,8/25/16 23:00,0.987589
Methylosmolene,4,8/25/16 23:00,0.932134
AGOC-3A,4,8/26/16 0:00,1.32289
Chlorodinine,4,8/26/16 0:00,1.18831
Appluimonia,4,8/26/16 0:00,0.975817
Methylosmolene,4,8/26/16 0:00,0.954548
Methylosmolene,4,8/26/16 1:00,1.30514
AGOC-3A,4,8/26/16 1:00,1.19542
Chlorodinine,4,8/26/16 1:00,1.08814
Appluimonia,4,8/26/16 1:00,0.657803
Appluimonia,4,8/26/16 2:00,1.26959
Methylosmolene,4,8/26/16 2:00,1.12094
Chlorodinine,4,8/26/16 2:00,1.09246
AGOC-3A,4,8/26/16 2:00,1.07989
Chlorodinine,4,8/26/16 3:00,1.3249
AGOC-3A,4,8/26/16 3:00,1.31825
Appluimonia,4,8/26/16 3:00,1.26485
Methylosmolene,4,8/26/16 3:00,0.83981
Methylosmolene,4,8/26/16 4:00,1.27598
Chlorodinine,4,8/26/16 4:00,1.13016
Appluimonia,4,8/26/16 4:00,1.08518
AGOC-3A,4,8/26/16 4:00,0.821068
Appluimonia,4,8/26/16 5:00,1.41733
AGOC-3A,4,8/26/16 5:00,1.2421
Chlorodinine,4,8/26/16 5:00,1.13234
Methylosmolene,4,8/26/16 5:00,1.03019
Methylosmolene,4,8/26/16 6:00,1.30669
Chlorodinine,4,8/26/16 6:00,1.20007
Appluimonia,4,8/26/16 6:00,1.0432
AGOC-3A,4,8/26/16 6:00,0.999941
Appluimonia,4,8/26/16 7:00,1.34595
Chlorodinine,4,8/26/16 7:00,1.24654
AGOC-3A,4,8/26/16 7:00,1.18619
Methylosmolene,4,8/26/16 7:00,0.906779
Chlorodinine,4,8/26/16 8:00,1.46386
AGOC-3A,4,8/26/16 8:00,1.25827
Methylosmolene,4,8/26/16 8:00,1.11746
Appluimonia,4,8/26/16 8:00,1.10946
Appluimonia,4,8/26/16 9:00,1.82102
Methylosmolene,4,8/26/16 9:00,1.28432
Chlorodinine,4,8/26/16 9:00,1.2487
AGOC-3A,4,8/26/16 9:00,0.919369
Methylosmolene,4,8/26/16 10:00,1.18164
AGOC-3A,4,8/26/16 10:00,1.13113
Chlorodinine,4,8/26/16 10:00,1.06213
Appluimonia,4,8/26/16 10:00,1.04893
Chlorodinine,4,8/26/16 11:00,1.81694
Methylosmolene,4,8/26/16 11:00,1.18673
AGOC-3A,4,8/26/16 11:00,1.16933
Appluimonia,4,8/26/16 11:00,1.06774
Chlorodinine,4,8/26/16 12:00,1.31487
Appluimonia,4,8/26/16 12:00,1.23655
Methylosmolene,4,8/26/16 12:00,1.19714
AGOC-3A,4,8/26/16 12:00,1.13198
Chlorodinine,4,8/26/16 13:00,1.67308
AGOC-3A,4,8/26/16 13:00,1.53622
Methylosmolene,4,8/26/16 13:00,1.16439
Appluimonia,4,8/26/16 13:00,0.833548
Methylosmolene,4,8/26/16 14:00,1.23803
AGOC-3A,4,8/26/16 14:00,1.21587
Appluimonia,4,8/26/16 14:00,1.14286
Chlorodinine,4,8/26/16 14:00,0.959158
Chlorodinine,4,8/26/16 15:00,1.19412
Methylosmolene,4,8/26/16 15:00,0.884972
AGOC-3A,4,8/26/16 15:00,0.8451
Appluimonia,4,8/26/16 15:00,0.809853
AGOC-3A,4,8/26/16 16:00,1.4154
Chlorodinine,4,8/26/16 16:00,1.34048
Appluimonia,4,8/26/16 16:00,1.30014
Methylosmolene,4,8/26/16 16:00,1.1193
Appluimonia,4,8/26/16 17:00,1.50887
Methylosmolene,4,8/26/16 17:00,1.37464
AGOC-3A,4,8/26/16 17:00,1.18277
Chlorodinine,4,8/26/16 17:00,0.727702
Appluimonia,4,8/26/16 18:00,1.47799
Chlorodinine,4,8/26/16 18:00,1.1766
AGOC-3A,4,8/26/16 18:00,1.145
Methylosmolene,4,8/26/16 18:00,1.12842
Appluimonia,4,8/26/16 19:00,1.44492
Methylosmolene,4,8/26/16 19:00,1.32906
Chlorodinine,4,8/26/16 19:00,1.30863
AGOC-3A,4,8/26/16 19:00,0.917395
Appluimonia,4,8/26/16 20:00,1.35136
Chlorodinine,4,8/26/16 20:00,1.15596
Methylosmolene,4,8/26/16 20:00,1.00109
AGOC-3A,4,8/26/16 20:00,0.931413
Appluimonia,4,8/26/16 21:00,1.34166
Chlorodinine,4,8/26/16 21:00,1.25641
AGOC-3A,4,8/26/16 21:00,0.955163
Methylosmolene,4,8/26/16 21:00,0.873577
Methylosmolene,4,8/26/16 22:00,1.36948
AGOC-3A,4,8/26/16 22:00,1.22117
Chlorodinine,4,8/26/16 22:00,1.09117
Appluimonia,4,8/26/16 22:00,1.05819
AGOC-3A,4,8/26/16 23:00,1.43927
Methylosmolene,4,8/26/16 23:00,1.15097
Appluimonia,4,8/26/16 23:00,1.02659
Chlorodinine,4,8/26/16 23:00,0.839912
Chlorodinine,4,8/27/16 0:00,1.19669
Appluimonia,4,8/27/16 0:00,1.17645
AGOC-3A,4,8/27/16 0:00,1.09707
Methylosmolene,4,8/27/16 0:00,1.08192
Chlorodinine,4,8/27/16 1:00,1.45877
Methylosmolene,4,8/27/16 1:00,1.23546
AGOC-3A,4,8/27/16 1:00,1.19388
Appluimonia,4,8/27/16 1:00,0.918744
Appluimonia,4,8/27/16 2:00,1.37215
Chlorodinine,4,8/27/16 2:00,1.23546
Methylosmolene,4,8/27/16 2:00,1.17162
AGOC-3A,4,8/27/16 2:00,0.919696
Appluimonia,4,8/27/16 3:00,1.28436
Methylosmolene,4,8/27/16 3:00,1.23314
Chlorodinine,4,8/27/16 3:00,1.21479
AGOC-3A,4,8/27/16 3:00,1.17362
Chlorodinine,4,8/27/16 4:00,1.27205
AGOC-3A,4,8/27/16 4:00,1.25125
Methylosmolene,4,8/27/16 4:00,1.16792
Appluimonia,4,8/27/16 4:00,1.03153
AGOC-3A,4,8/27/16 5:00,1.3318
Appluimonia,4,8/27/16 5:00,1.30784
Methylosmolene,4,8/27/16 5:00,1.10751
Chlorodinine,4,8/27/16 5:00,0.964846
Methylosmolene,4,8/27/16 6:00,1.58755
Appluimonia,4,8/27/16 6:00,1.20065
Chlorodinine,4,8/27/16 6:00,0.912976
AGOC-3A,4,8/27/16 6:00,0.863572
Methylosmolene,4,8/27/16 7:00,1.23711
Appluimonia,4,8/27/16 7:00,1.20103
AGOC-3A,4,8/27/16 7:00,1.17238
Chlorodinine,4,8/27/16 7:00,0.867526
Methylosmolene,4,8/27/16 8:00,1.33051
AGOC-3A,4,8/27/16 8:00,1.11699
Appluimonia,4,8/27/16 8:00,0.990192
Chlorodinine,4,8/27/16 8:00,0.908849
AGOC-3A,4,8/27/16 9:00,1.22488
Methylosmolene,4,8/27/16 9:00,1.18392
Appluimonia,4,8/27/16 9:00,1.07899
Chlorodinine,4,8/27/16 9:00,0.838583
Chlorodinine,4,8/27/16 10:00,1.32533
Methylosmolene,4,8/27/16 10:00,1.22451
Appluimonia,4,8/27/16 10:00,1.11348
AGOC-3A,4,8/27/16 10:00,1.06026
Methylosmolene,4,8/27/16 11:00,1.39939
Appluimonia,4,8/27/16 11:00,1.26573
AGOC-3A,4,8/27/16 11:00,1.19494
Chlorodinine,4,8/27/16 11:00,0.696559
Methylosmolene,4,8/27/16 12:00,1.33039
Appluimonia,4,8/27/16 12:00,1.1512
Chlorodinine,4,8/27/16 12:00,0.889684
AGOC-3A,4,8/27/16 12:00,0.797162
Methylosmolene,4,8/27/16 13:00,1.4168
AGOC-3A,4,8/27/16 13:00,1.03351
Appluimonia,4,8/27/16 13:00,0.92267
Chlorodinine,4,8/27/16 13:00,0.803784
Chlorodinine,4,8/27/16 14:00,1.30345
Appluimonia,4,8/27/16 14:00,1.02367
Methylosmolene,4,8/27/16 14:00,0.844561
AGOC-3A,4,8/27/16 14:00,0.802129
Methylosmolene,4,8/27/16 15:00,1.33818
Appluimonia,4,8/27/16 15:00,1.31065
Chlorodinine,4,8/27/16 15:00,1.22577
AGOC-3A,4,8/27/16 15:00,0.877655
Chlorodinine,4,8/27/16 16:00,1.32548
Methylosmolene,4,8/27/16 16:00,1.31311
AGOC-3A,4,8/27/16 16:00,1.18543
Appluimonia,4,8/27/16 16:00,1.08029
AGOC-3A,4,8/27/16 17:00,1.56092
Methylosmolene,4,8/27/16 17:00,1.41974
Appluimonia,4,8/27/16 17:00,0.991054
Chlorodinine,4,8/27/16 17:00,0.732687
Methylosmolene,4,8/27/16 18:00,1.65785
Chlorodinine,4,8/27/16 18:00,1.23176
AGOC-3A,4,8/27/16 18:00,1.06623
Appluimonia,4,8/27/16 18:00,0.949301
AGOC-3A,4,8/27/16 19:00,1.32258
Chlorodinine,4,8/27/16 19:00,1.13038
Appluimonia,4,8/27/16 19:00,1.10682
Methylosmolene,4,8/27/16 19:00,0.981885
Chlorodinine,4,8/27/16 20:00,1.31483
Methylosmolene,4,8/27/16 20:00,1.30297
AGOC-3A,4,8/27/16 20:00,1.07814
Appluimonia,4,8/27/16 20:00,0.988333
Chlorodinine,4,8/27/16 21:00,1.47817
Methylosmolene,4,8/27/16 21:00,1.35889
Appluimonia,4,8/27/16 21:00,1.26964
AGOC-3A,4,8/27/16 21:00,1.24278
AGOC-3A,4,8/27/16 22:00,1.42563
Methylosmolene,4,8/27/16 22:00,1.16543
Appluimonia,4,8/27/16 22:00,1.10884
Chlorodinine,4,8/27/16 22:00,1.04776
Chlorodinine,4,8/27/16 23:00,1.32044
AGOC-3A,4,8/27/16 23:00,1.15042
Appluimonia,4,8/27/16 23:00,1.00764
Methylosmolene,4,8/27/16 23:00,0.912388
Appluimonia,4,8/28/16 0:00,1.30122
Methylosmolene,4,8/28/16 0:00,1.2579
AGOC-3A,4,8/28/16 0:00,1.21669
Chlorodinine,4,8/28/16 0:00,1.21451
Methylosmolene,4,8/28/16 1:00,1.46034
Appluimonia,4,8/28/16 1:00,1.37891
AGOC-3A,4,8/28/16 1:00,1.20472
Chlorodinine,4,8/28/16 1:00,1.14203
Appluimonia,4,8/28/16 2:00,1.27826
AGOC-3A,4,8/28/16 2:00,1.24353
Chlorodinine,4,8/28/16 2:00,1.10798
Methylosmolene,4,8/28/16 2:00,1.00059
AGOC-3A,4,8/28/16 3:00,1.16865
Chlorodinine,4,8/28/16 3:00,1.16342
Methylosmolene,4,8/28/16 3:00,0.96284
Appluimonia,4,8/28/16 3:00,0.854355
Chlorodinine,4,8/28/16 4:00,1.16845
Methylosmolene,4,8/28/16 4:00,1.16673
Appluimonia,4,8/28/16 4:00,1.01122
AGOC-3A,4,8/28/16 4:00,0.919072
AGOC-3A,4,8/28/16 5:00,1.43545
Chlorodinine,4,8/28/16 5:00,1.19326
Methylosmolene,4,8/28/16 5:00,1.11995
Appluimonia,4,8/28/16 5:00,0.892057
Appluimonia,4,8/28/16 6:00,1.58643
AGOC-3A,4,8/28/16 6:00,1.0805
Methylosmolene,4,8/28/16 6:00,1.00081
Chlorodinine,4,8/28/16 6:00,0.956145
Chlorodinine,4,8/28/16 7:00,1.20719
Methylosmolene,4,8/28/16 7:00,1.19447
AGOC-3A,4,8/28/16 7:00,1.15842
Appluimonia,4,8/28/16 7:00,0.677652
AGOC-3A,4,8/28/16 8:00,1.26895
Methylosmolene,4,8/28/16 8:00,1.0842
Appluimonia,4,8/28/16 8:00,1.08396
Chlorodinine,4,8/28/16 8:00,0.803579
Methylosmolene,4,8/28/16 9:00,1.31912
AGOC-3A,4,8/28/16 9:00,1.06168
Appluimonia,4,8/28/16 9:00,0.976085
Chlorodinine,4,8/28/16 9:00,0.948667
Chlorodinine,4,8/28/16 10:00,1.33282
Methylosmolene,4,8/28/16 10:00,1.09296
AGOC-3A,4,8/28/16 10:00,0.949225
Appluimonia,4,8/28/16 10:00,0.686394
AGOC-3A,4,8/28/16 11:00,1.40982
